0.00	0.00	-0.00	
0.00	0.00	-0.00	
-0.00	-0.00	-0.00	
-0.00	0.00	-0.00	
-0.00	0.00	0.00	
-0.00	0.00	0.00	
-0.00	-0.00	-0.00	
0.00	-0.00	0.00	
2.94	1.69	3.01	
2.48	1.57	3.50	
2.04	1.50	4.00	
1.58	1.43	4.44	
1.09	1.35	4.84	
0.70	1.35	5.25	
0.53	1.53	5.72	
0.56	1.86	6.25	
0.74	2.29	6.79	
1.02	2.76	7.31	
1.32	3.18	7.73	
1.53	3.44	7.96	
1.67	3.56	8.00	
1.81	3.64	7.98	
1.98	3.75	7.96	
2.15	3.84	7.91	
2.24	3.83	7.77	
2.24	3.71	7.54	
2.21	3.54	7.25	
2.14	3.33	6.91	
2.00	3.05	6.50	
1.80	2.70	6.03	
1.54	2.29	5.51	
1.31	1.90	4.97	
1.19	1.60	4.42	
1.15	1.37	3.85	
1.19	1.17	3.24	
1.27	0.96	2.57	
1.34	0.71	1.85	
1.41	0.43	1.11	
1.50	0.16	0.38	
1.58	-0.12	-0.38	
1.61	-0.43	-1.16	
1.55	-0.77	-1.94	
1.38	-1.14	-2.71	
1.18	-1.47	-3.39	
1.03	-1.66	-3.93	
0.98	-1.71	-4.32	
1.06	-1.60	-4.54	
1.26	-1.37	-4.60	
1.47	-1.10	-4.57	
1.63	-0.88	-4.52	
1.72	-0.70	-4.45	
1.81	-0.53	-4.36	
1.99	-0.27	-4.17	
2.24	0.07	-3.85	
2.51	0.42	-3.50	
2.78	0.75	-3.14	
3.10	1.10	-2.77	
3.46	1.43	-2.42	
3.83	1.75	-2.04	
4.17	2.04	-1.63	
4.49	2.33	-1.21	
4.86	2.72	-0.68	
5.32	3.22	-0.02	
5.79	3.77	0.70	
6.17	4.24	1.39	
6.35	4.53	1.97	
6.33	4.65	2.42	
6.17	4.66	2.82	
5.88	4.54	3.13	
5.40	4.21	3.25	
4.79	3.75	3.25	
4.19	3.27	3.22	
3.69	2.88	3.24	
3.30	2.59	3.34	
2.99	2.39	3.51	
2.75	2.29	3.78	
2.57	2.28	4.20	
2.41	2.30	4.69	
2.22	2.34	5.20	
2.05	2.42	5.72	
1.89	2.50	6.13	
1.67	2.52	6.35	
1.35	2.42	6.39	
0.87	2.11	6.16	
0.25	1.56	5.65	
-0.42	0.88	4.98	
-1.13	0.09	4.14	
-1.85	-0.80	3.20	
-2.38	-1.57	2.35	
-2.61	-2.13	1.63	
-2.64	-2.51	0.97	
-2.49	-2.71	0.40	
-2.21	-2.79	-0.18	
-1.89	-2.81	-0.80	
-1.53	-2.75	-1.34	
-1.14	-2.64	-1.81	
-0.78	-2.47	-2.19	
-0.45	-2.24	-2.44	
-0.19	-2.02	-2.63	
-0.06	-1.82	-2.76	
-0.06	-1.68	-2.81	
-0.21	-1.61	-2.86	
-0.52	-1.62	-2.89	
-0.94	-1.65	-2.88	
-1.41	-1.67	-2.89	
-1.86	-1.64	-2.86	
-2.24	-1.49	-2.75	
-2.52	-1.24	-2.60	
-2.71	-0.92	-2.44	
-2.76	-0.56	-2.28	
-2.68	-0.18	-2.13	
-2.51	0.20	-1.94	
-2.34	0.49	-1.74	
-2.17	0.65	-1.60	
-1.91	0.80	-1.44	
-1.53	0.97	-1.20	
-1.09	1.08	-1.01	
-0.63	1.17	-0.83	
-0.11	1.29	-0.59	
0.50	1.50	-0.29	
1.26	1.89	0.18	
2.12	2.42	0.76	
3.01	3.01	1.38	
3.82	3.59	2.04	
4.46	4.08	2.69	
4.85	4.42	3.28	
5.01	4.64	3.82	
5.02	4.79	4.37	
4.81	4.82	4.83	
4.31	4.64	5.20	
3.56	4.30	5.49	
2.54	3.75	5.62	
1.21	2.93	5.54	
-0.32	1.89	5.24	
-1.85	0.80	4.88	
-3.34	-0.32	4.50	
-4.83	-1.52	4.01	
-6.33	-2.86	3.37	
-7.78	-4.26	2.65	
-9.08	-5.61	1.93	
-10.23	-6.90	1.24	
-11.33	-8.15	0.55	
-12.39	-9.40	-0.20	
-13.41	-10.61	-1.04	
-14.35	-11.72	-1.92	
-15.09	-12.61	-2.72	
-15.57	-13.21	-3.40	
-15.82	-13.56	-3.98	
-15.93	-13.76	-4.53	
-15.93	-13.85	-5.06	
-15.77	-13.75	-5.50	
-15.40	-13.39	-5.77	
-14.80	-12.78	-5.84	
-14.00	-11.93	-5.70	
-13.04	-10.94	-5.42	
-11.92	-9.83	-5.07	
-10.71	-8.68	-4.72	
-9.53	-7.65	-4.50	
-8.43	-6.77	-4.44	
-7.29	-5.92	-4.36	
-6.08	-5.10	-4.29	
-4.93	-4.40	-4.31	
-3.88	-3.80	-4.34	
-2.88	-3.21	-4.34	
-2.01	-2.68	-4.30	
-1.24	-2.16	-4.21	
-0.46	-1.58	-4.06	
0.35	-0.93	-3.88	
1.19	-0.23	-3.71	
2.05	0.48	-3.58	
2.92	1.20	-3.47	
3.83	1.99	-3.30	
4.74	2.79	-3.10	
5.55	3.51	-2.95	
6.22	4.09	-2.84	
6.77	4.56	-2.70	
7.22	4.94	-2.49	
7.52	5.18	-2.23	
7.64	5.24	-1.99	
7.58	5.16	-1.77	
7.45	5.03	-1.53	
7.25	4.86	-1.25	
6.96	4.60	-1.01	
6.60	4.26	-0.85	
6.23	3.90	-0.72	
5.92	3.59	-0.56	
5.59	3.27	-0.43	
5.18	2.85	-0.42	
4.65	2.31	-0.58	
4.02	1.64	-0.88	
3.36	0.93	-1.27	
2.69	0.17	-1.72	
1.98	-0.69	-2.31	
1.18	-1.67	-3.06	
0.35	-2.71	-3.93	
-0.50	-3.80	-4.91	
-1.34	-4.88	-5.95	
-2.16	-5.88	-6.93	
-2.96	-6.82	-7.84	
-3.77	-7.73	-8.70	
-4.55	-8.57	-9.47	
-5.28	-9.32	-10.11	
-5.91	-9.95	-10.61	
-6.48	-10.49	-11.03	
-7.01	-11.01	-11.45	
-7.47	-11.46	-11.83	
-7.83	-11.82	-12.15	
-8.11	-12.14	-12.52	
-8.39	-12.52	-13.02	
-8.76	-13.01	-13.69	
-9.23	-13.61	-14.47	
-9.68	-14.20	-15.23	
-10.03	-14.66	-15.84	
-10.21	-14.96	-16.29	
-10.24	-15.12	-16.58	
-10.20	-15.21	-16.78	
-10.17	-15.26	-16.93	
-10.13	-15.25	-17.01	
-10.05	-15.14	-17.00	
-9.91	-14.95	-16.95	
-9.77	-14.71	-16.92	
-9.66	-14.51	-16.92	
-9.58	-14.32	-16.91	
-9.52	-14.15	-16.84	
-9.51	-13.99	-16.75	
-9.55	-13.89	-16.70	
-9.61	-13.79	-16.66	
-9.61	-13.64	-16.60	
-9.47	-13.38	-16.48	
-9.20	-13.00	-16.31	
-8.79	-12.51	-16.05	
-8.27	-11.93	-15.72	
-7.73	-11.32	-15.38	
-7.20	-10.75	-15.10	
-6.65	-10.18	-14.80	
-5.98	-9.51	-14.34	
-5.25	-8.78	-13.76	
-4.55	-8.09	-13.19	
-3.88	-7.44	-12.61	
-3.26	-6.83	-12.04	
-2.72	-6.32	-11.53	
-2.19	-5.80	-11.00	
-1.64	-5.29	-10.50	
-1.20	-4.90	-10.14	
-0.93	-4.63	-9.91	
-0.82	-4.51	-9.79	
-0.88	-4.55	-9.78	
-1.15	-4.79	-9.86	
-1.54	-5.16	-10.03	
-1.93	-5.53	-10.18	
-2.27	-5.83	-10.17	
-2.56	-6.07	-10.05	
-2.88	-6.31	-9.86	
-3.20	-6.51	-9.62	
-3.46	-6.69	-9.38	
-3.64	-6.80	-9.12	
-3.71	-6.79	-8.75	
-3.70	-6.71	-8.36	
-3.66	-6.57	-7.96	
-3.58	-6.33	-7.47	
-3.46	-6.03	-6.94	
-3.36	-5.69	-6.40	
-3.29	-5.36	-5.83	
-3.30	-5.09	-5.31	
-3.41	-4.91	-4.87	
-3.51	-4.75	-4.47	
-3.48	-4.53	-4.11	
-3.37	-4.27	-3.77	
-3.21	-3.99	-3.44	
-2.96	-3.68	-3.15	
-2.62	-3.30	-2.84	
-2.22	-2.90	-2.54	
-1.74	-2.46	-2.28	
-1.17	-1.93	-1.97	
-0.49	-1.30	-1.58	
0.29	-0.63	-1.18	
1.08	0.07	-0.77	
1.85	0.74	-0.40	
2.58	1.35	-0.14	
3.20	1.88	0.05	
3.66	2.27	0.12	
4.01	2.52	0.04	
4.33	2.74	-0.07	
4.64	2.92	-0.21	
4.96	3.06	-0.38	
5.29	3.25	-0.47	
5.61	3.43	-0.59	
5.86	3.49	-0.83	
5.98	3.46	-1.11	
6.07	3.40	-1.39	
6.24	3.41	-1.60	
6.46	3.53	-1.69	
6.64	3.63	-1.77	
6.81	3.74	-1.85	
7.06	3.99	-1.78	
7.44	4.38	-1.56	
7.92	4.90	-1.18	
8.44	5.50	-0.64	
8.95	6.09	-0.03	
9.39	6.63	0.60	
9.69	7.07	1.23	
9.85	7.36	1.79	
9.87	7.51	2.27	
9.70	7.49	2.66	
9.37	7.30	2.91	
8.97	7.05	3.13	
8.54	6.77	3.34	
8.05	6.38	3.44	
7.54	5.95	3.48	
7.14	5.63	3.62	
6.93	5.46	3.92	
6.80	5.37	4.27	
6.56	5.17	4.52	
6.18	4.83	4.59	
5.78	4.48	4.58	
5.42	4.17	4.54	
5.11	3.92	4.46	
4.86	3.74	4.37	
4.74	3.66	4.29	
4.76	3.70	4.24	
4.84	3.81	4.22	
4.88	3.89	4.16	
4.88	3.89	4.02	
4.79	3.80	3.80	
4.63	3.61	3.50	
4.50	3.45	3.21	
4.42	3.34	3.01	
4.35	3.22	2.78	
4.24	3.07	2.50	
4.07	2.89	2.19	
3.86	2.67	1.80	
3.67	2.50	1.39	
3.56	2.43	1.09	
3.62	2.52	0.91	
3.79	2.73	0.89	
4.03	3.02	0.95	
4.28	3.30	0.99	
4.49	3.56	1.02	
4.67	3.80	1.05	
4.85	3.98	0.99	
4.91	4.03	0.80	
4.87	3.96	0.54	
4.85	3.89	0.24	
4.84	3.85	-0.01	
4.81	3.80	-0.25	
4.78	3.76	-0.46	
4.75	3.78	-0.49	
4.76	3.87	-0.34	
4.78	4.00	-0.09	
4.71	4.07	0.23	
4.50	3.99	0.48	
4.16	3.76	0.57	
3.68	3.45	0.64	
3.18	3.12	0.69	
2.75	2.85	0.77	
2.38	2.69	0.95	
2.01	2.54	1.11	
1.65	2.40	1.22	
1.32	2.34	1.45	
0.97	2.22	1.59	
0.55	2.01	1.57	
0.14	1.82	1.60	
-0.15	1.69	1.71	
-0.40	1.57	1.82	
-0.67	1.43	1.99	
-0.89	1.28	2.12	
-1.01	1.20	2.31	
-1.03	1.24	2.67	
-0.95	1.33	3.07	
-0.88	1.44	3.48	
-0.85	1.59	4.00	
-0.80	1.75	4.50	
-0.78	1.92	4.97	
-0.80	2.12	5.48	
-0.85	2.25	5.87	
-0.97	2.33	6.16	
-1.08	2.43	6.44	
-1.18	2.42	6.53	
-1.46	2.23	6.39	
-1.84	1.94	6.14	
-2.17	1.62	5.76	
-2.48	1.32	5.31	
-2.74	1.06	4.87	
-2.95	0.76	4.28	
-3.21	0.40	3.58	
-3.49	-0.01	2.81	
-3.76	-0.53	1.88	
-3.99	-1.05	0.98	
-4.07	-1.45	0.24	
-4.00	-1.77	-0.47	
-3.91	-1.99	-1.08	
-3.74	-2.11	-1.54	
-3.47	-2.13	-1.95	
-3.16	-2.00	-2.16	
-2.80	-1.74	-2.17	
-2.44	-1.45	-2.16	
-2.09	-1.08	-2.02	
