-0.00	-0.00	-0.01	-0.19	-0.09	-0.01	
-0.00	-0.01	-0.02	-0.57	-0.27	-0.03	
-0.01	-0.02	-0.04	-1.31	-0.62	-0.02	
-0.04	-0.05	-0.09	-2.33	-1.06	0.02	
-0.08	-0.10	-0.15	-3.45	-1.51	0.11	
-0.15	-0.17	-0.23	-4.52	-1.93	0.22	
-0.26	-0.28	-0.34	-5.47	-2.28	0.32	
-0.40	-0.41	-0.46	-6.26	-2.58	0.39	
-0.56	-0.55	-0.60	-6.88	-2.82	0.39	
-0.71	-0.69	-0.73	-7.33	-3.01	0.34	
-0.85	-0.81	-0.83	-7.63	-3.15	0.24	
-0.95	-0.89	-0.90	-7.78	-3.22	0.14	
-1.02	-0.92	-0.92	-7.81	-3.23	0.05	
-1.06	-0.93	-0.90	-7.74	-3.18	-0.02	
-1.07	-0.91	-0.86	-7.61	-3.10	-0.09	
-1.06	-0.88	-0.80	-7.43	-2.99	-0.16	
-1.05	-0.85	-0.73	-7.24	-2.88	-0.23	
-1.06	-0.84	-0.68	-7.05	-2.78	-0.29	
-1.07	-0.84	-0.64	-6.88	-2.68	-0.35	
-1.09	-0.84	-0.62	-6.73	-2.59	-0.39	
-1.10	-0.83	-0.60	-6.58	-2.51	-0.42	
-1.10	-0.81	-0.58	-6.43	-2.43	-0.45	
-1.09	-0.78	-0.55	-6.25	-2.33	-0.47	
-1.08	-0.75	-0.53	-6.04	-2.19	-0.48	
-1.07	-0.73	-0.54	-5.78	-2.01	-0.43	
-1.07	-0.74	-0.57	-5.47	-1.75	-0.31	
-1.09	-0.78	-0.63	-5.14	-1.44	-0.11	
-1.12	-0.85	-0.73	-4.80	-1.10	0.15	
-1.19	-0.96	-0.85	-4.48	-0.76	0.46	
-1.27	-1.08	-0.99	-4.19	-0.43	0.78	
-1.37	-1.21	-1.12	-3.91	-0.14	1.09	
-1.48	-1.34	-1.22	-3.65	0.12	1.38	
-1.58	-1.43	-1.29	-3.39	0.34	1.63	
-1.66	-1.49	-1.30	-3.13	0.53	1.84	
-1.70	-1.50	-1.26	-2.89	0.69	2.02	
-1.69	-1.47	-1.16	-2.67	0.83	2.17	
-1.64	-1.39	-1.03	-2.47	0.96	2.32	
-1.56	-1.29	-0.87	-2.29	1.09	2.47	
-1.46	-1.18	-0.72	-2.13	1.24	2.64	
-1.33	-1.06	-0.58	-1.99	1.39	2.82	
-1.20	-0.95	-0.46	-1.87	1.53	3.00	
