0.01	0.01	0.01	0.01	-0.01	-0.01	
0.04	0.04	0.02	0.03	-0.03	-0.03	
0.08	0.07	0.04	0.06	-0.07	-0.06	
0.12	0.10	0.05	0.10	-0.10	-0.10	
0.15	0.12	0.04	0.13	-0.11	-0.13	
0.16	0.12	0.02	0.15	-0.11	-0.15	
0.16	0.10	-0.02	0.16	-0.09	-0.17	
0.15	0.07	-0.07	0.15	-0.07	-0.19	
0.14	0.04	-0.13	0.14	-0.05	-0.21	
0.13	0.01	-0.19	0.11	-0.04	-0.23	
0.12	-0.02	-0.26	0.08	-0.02	-0.25	
0.11	-0.06	-0.33	0.03	-0.01	-0.28	
0.10	-0.09	-0.40	-0.03	0.00	-0.30	
0.08	-0.13	-0.48	-0.09	0.01	-0.33	
0.07	-0.16	-0.55	-0.16	0.02	-0.36	
0.05	-0.21	-0.63	-0.23	0.03	-0.39	
0.02	-0.25	-0.71	-0.30	0.04	-0.43	
-0.01	-0.29	-0.79	-0.38	0.04	-0.47	
-0.04	-0.34	-0.87	-0.47	0.03	-0.51	
-0.07	-0.38	-0.95	-0.57	0.02	-0.56	
-0.10	-0.43	-1.02	-0.68	0.00	-0.60	
-0.13	-0.47	-1.09	-0.81	-0.02	-0.65	
-0.17	-0.51	-1.16	-0.95	-0.05	-0.69	
-0.20	-0.55	-1.23	-1.10	-0.09	-0.74	
-0.23	-0.59	-1.29	-1.28	-0.13	-0.78	
-0.27	-0.63	-1.35	-1.47	-0.19	-0.82	
-0.30	-0.67	-1.40	-1.67	-0.24	-0.86	
-0.34	-0.70	-1.45	-1.87	-0.30	-0.89	
-0.37	-0.74	-1.49	-2.09	-0.37	-0.92	
-0.40	-0.77	-1.53	-2.30	-0.43	-0.95	
-0.43	-0.80	-1.57	-2.52	-0.50	-0.97	
-0.47	-0.83	-1.60	-2.73	-0.56	-0.99	
-0.51	-0.86	-1.63	-2.94	-0.63	-1.01	
-0.54	-0.89	-1.65	-3.15	-0.69	-1.02	
-0.58	-0.91	-1.67	-3.36	-0.76	-1.03	
-0.61	-0.94	-1.68	-3.58	-0.82	-1.04	
-0.64	-0.96	-1.70	-3.79	-0.89	-1.04	
-0.67	-0.98	-1.70	-4.01	-0.95	-1.03	
-0.71	-1.00	-1.71	-4.22	-1.02	-1.02	
-0.74	-1.02	-1.71	-4.42	-1.08	-1.01	
-0.77	-1.04	-1.71	-4.61	-1.13	-0.99	
-0.80	-1.05	-1.71	-4.80	-1.19	-0.97	
-0.84	-1.07	-1.70	-4.96	-1.24	-0.94	
-0.88	-1.09	-1.69	-5.11	-1.28	-0.92	
-0.91	-1.10	-1.68	-5.24	-1.32	-0.89	
-0.95	-1.11	-1.66	-5.36	-1.36	-0.86	
-0.99	-1.13	-1.64	-5.46	-1.39	-0.84	
-1.03	-1.14	-1.61	-5.54	-1.42	-0.82	
-1.07	-1.15	-1.59	-5.63	-1.46	-0.80	
-1.11	-1.16	-1.56	-5.71	-1.50	-0.78	
-1.16	-1.17	-1.53	-5.78	-1.54	-0.77	
-1.20	-1.18	-1.50	-5.86	-1.59	-0.77	
-1.25	-1.19	-1.46	-5.94	-1.65	-0.77	
-1.29	-1.20	-1.42	-6.02	-1.72	-0.77	
-1.34	-1.20	-1.38	-6.10	-1.79	-0.78	
-1.39	-1.21	-1.33	-6.17	-1.87	-0.79	
-1.44	-1.21	-1.28	-6.24	-1.94	-0.80	
-1.50	-1.22	-1.23	-6.30	-2.03	-0.82	
-1.56	-1.22	-1.18	-6.37	-2.11	-0.85	
-1.63	-1.23	-1.12	-6.45	-2.21	-0.88	
-1.69	-1.23	-1.06	-6.53	-2.31	-0.92	
-1.76	-1.23	-0.99	-6.62	-2.43	-0.97	
-1.82	-1.22	-0.92	-6.72	-2.56	-1.02	
-1.88	-1.22	-0.85	-6.85	-2.69	-1.08	
-1.95	-1.21	-0.77	-6.98	-2.84	-1.15	
-2.01	-1.20	-0.69	-7.13	-2.99	-1.21	
-2.07	-1.19	-0.61	-7.30	-3.15	-1.28	
-2.13	-1.17	-0.52	-7.46	-3.32	-1.34	
-2.19	-1.15	-0.42	-7.64	-3.48	-1.40	
-2.24	-1.13	-0.33	-7.81	-3.64	-1.46	
-2.29	-1.11	-0.23	-7.98	-3.80	-1.52	
-2.34	-1.08	-0.13	-8.14	-3.96	-1.57	
-2.40	-1.05	-0.03	-8.30	-4.11	-1.62	
-2.44	-1.02	0.08	-8.46	-4.26	-1.67	
-2.49	-0.99	0.19	-8.61	-4.40	-1.71	
-2.53	-0.95	0.30	-8.76	-4.54	-1.75	
-2.57	-0.91	0.41	-8.91	-4.67	-1.79	
-2.60	-0.86	0.52	-9.06	-4.80	-1.81	
-2.63	-0.82	0.63	-9.21	-4.93	-1.83	
-2.65	-0.77	0.73	-9.35	-5.04	-1.85	
-2.68	-0.73	0.83	-9.48	-5.15	-1.86	
-2.70	-0.68	0.93	-9.60	-5.25	-1.86	
-2.72	-0.64	1.03	-9.71	-5.34	-1.85	
-2.74	-0.59	1.13	-9.81	-5.42	-1.85	
-2.75	-0.55	1.22	-9.89	-5.49	-1.83	
