-0.00	0.00	-0.00	
0.00	-0.00	0.00	
-0.00	0.00	0.00	
-0.00	-0.00	-0.00	
-0.00	-0.00	0.00	
0.00	0.00	0.00	
-0.00	0.00	0.00	
-0.00	-0.00	0.00	
0.13	0.03	-0.03	
0.57	0.13	-0.12	
1.29	0.31	-0.28	
2.09	0.52	-0.45	
2.86	0.74	-0.62	
3.52	0.93	-0.77	
4.03	1.07	-0.91	
4.39	1.16	-1.02	
4.62	1.20	-1.08	
4.73	1.21	-1.12	
4.73	1.18	-1.16	
4.66	1.13	-1.21	
4.55	1.09	-1.26	
4.45	1.07	-1.31	
4.38	1.10	-1.35	
4.34	1.16	-1.38	
4.34	1.26	-1.37	
4.40	1.38	-1.31	
4.51	1.54	-1.15	
4.66	1.72	-0.92	
4.80	1.89	-0.67	
4.90	1.99	-0.46	
4.94	2.03	-0.31	
4.94	2.02	-0.24	
4.93	1.98	-0.23	
4.90	1.93	-0.28	
4.87	1.85	-0.39	
4.82	1.74	-0.53	
4.76	1.62	-0.66	
4.73	1.51	-0.75	
4.72	1.42	-0.81	
4.72	1.35	-0.86	
4.72	1.27	-0.92	
4.70	1.18	-1.01	
4.66	1.08	-1.15	
4.59	0.94	-1.35	
4.48	0.78	-1.59	
4.37	0.61	-1.83	
4.30	0.49	-2.00	
4.31	0.46	-2.04	
4.42	0.53	-1.96	
4.60	0.70	-1.80	
4.84	0.94	-1.57	
5.11	1.23	-1.31	
5.38	1.54	-1.05	
5.65	1.84	-0.82	
5.88	2.13	-0.62	
6.09	2.37	-0.46	
6.26	2.58	-0.29	
6.40	2.75	-0.11	
6.49	2.87	0.08	
6.52	2.92	0.25	
6.47	2.92	0.37	
6.35	2.85	0.43	
6.18	2.72	0.41	
5.94	2.52	0.29	
5.64	2.26	0.06	
5.32	1.95	-0.23	
4.99	1.62	-0.55	
4.69	1.30	-0.83	
4.43	0.99	-1.05	
4.19	0.70	-1.24	
3.93	0.40	-1.43	
3.60	0.03	-1.66	
3.15	-0.43	-1.96	
2.60	-0.98	-2.35	
1.96	-1.59	-2.77	
1.30	-2.18	-3.17	
0.71	-2.68	-3.46	
0.27	-3.03	-3.59	
-0.00	-3.21	-3.57	
-0.08	-3.24	-3.47	
-0.01	-3.17	-3.36	
0.16	-3.05	-3.27	
0.39	-2.91	-3.23	
0.64	-2.77	-3.25	
0.92	-2.61	-3.28	
1.24	-2.38	-3.24	
1.65	-2.01	-3.05	
2.20	-1.44	-2.63	
2.93	-0.63	-1.97	
3.84	0.41	-1.08	
4.89	1.63	-0.06	
6.03	2.96	1.03	
7.18	4.30	2.09	
8.26	5.56	3.07	
9.23	6.71	3.91	
10.05	7.71	4.62	
10.74	8.56	5.24	
11.36	9.33	5.83	
11.95	10.05	6.47	
12.54	10.76	7.15	
13.15	11.47	7.87	
13.76	12.16	8.58	
14.34	12.81	9.25	
14.87	13.38	9.85	
15.31	13.86	10.35	
15.63	14.23	10.75	
15.85	14.51	11.06	
16.00	14.71	11.34	
16.11	14.89	11.64	
16.22	15.06	11.98	
16.30	15.20	12.31	
16.31	15.27	12.60	
16.22	15.25	12.82	
16.05	15.16	12.98	
15.79	15.01	13.07	
15.46	14.78	13.10	
15.05	14.47	13.05	
14.55	14.07	12.94	
13.98	13.60	12.81	
13.38	13.07	12.65	
12.75	12.51	12.45	
12.12	11.92	12.20	
11.50	11.33	11.89	
10.89	10.73	11.51	
10.29	10.12	11.05	
9.67	9.50	10.50	
9.05	8.85	9.87	
8.42	8.17	9.22	
7.81	7.51	8.61	
7.24	6.87	8.08	
6.69	6.27	7.61	
6.12	5.67	7.18	
5.52	5.06	6.73	
4.87	4.42	6.25	
4.21	3.76	5.71	
3.53	3.09	5.09	
2.86	2.39	4.38	
2.17	1.65	3.58	
1.49	0.88	2.77	
0.82	0.11	1.97	
0.14	-0.68	1.20	
-0.57	-1.48	0.43	
-1.32	-2.28	-0.33	
-2.04	-3.02	-1.03	
-2.68	-3.65	-1.63	
-3.20	-4.12	-2.09	
-3.59	-4.42	-2.40	
-3.83	-4.55	-2.54	
-3.91	-4.52	-2.47	
-3.84	-4.32	-2.17	
-3.64	-3.98	-1.68	
-3.33	-3.54	-1.05	
-2.96	-3.02	-0.34	
-2.53	-2.44	0.40	
-2.05	-1.82	1.14	
-1.53	-1.18	1.81	
-0.99	-0.54	2.38	
-0.44	0.07	2.85	
0.12	0.64	3.25	
0.68	1.18	3.61	
1.26	1.67	3.96	
1.83	2.13	4.27	
2.37	2.53	4.54	
2.86	2.87	4.74	
3.29	3.13	4.84	
3.61	3.29	4.82	
3.81	3.34	4.65	
3.89	3.26	4.34	
3.88	3.09	3.93	
3.83	2.89	3.50	
3.80	2.70	3.10	
3.82	2.55	2.74	
3.88	2.46	2.40	
3.97	2.40	2.08	
4.07	2.35	1.73	
4.16	2.30	1.33	
4.22	2.19	0.82	
4.21	2.00	0.19	
4.12	1.72	-0.55	
3.99	1.38	-1.34	
3.84	1.01	-2.13	
3.67	0.62	-2.93	
3.46	0.21	-3.74	
3.23	-0.20	-4.54	
3.00	-0.58	-5.29	
2.81	-0.89	-5.95	
2.65	-1.16	-6.54	
2.51	-1.39	-7.06	
2.39	-1.60	-7.51	
2.32	-1.78	-7.85	
2.31	-1.90	-8.08	
2.35	-1.98	-8.22	
2.41	-2.03	-8.36	
2.47	-2.08	-8.52	
2.51	-2.13	-8.72	
2.53	-2.19	-8.94	
2.51	-2.26	-9.19	
2.41	-2.39	-9.49	
2.19	-2.62	-9.85	
1.86	-2.98	-10.27	
1.44	-3.42	-10.70	
1.00	-3.91	-11.09	
0.56	-4.38	-11.42	
0.16	-4.81	-11.69	
-0.20	-5.20	-11.90	
-0.55	-5.56	-12.11	
-0.95	-5.96	-12.38	
-1.43	-6.43	-12.75	
-2.04	-7.01	-13.24	
-2.75	-7.68	-13.80	
-3.53	-8.43	-14.39	
-4.35	-9.20	-14.94	
-5.18	-9.98	-15.49	
-6.02	-10.74	-16.03	
-6.83	-11.48	-16.58	
-7.58	-12.15	-17.12	
-8.26	-12.75	-17.64	
-8.86	-13.27	-18.14	
-9.37	-13.71	-18.61	
-9.80	-14.09	-19.03	
-10.16	-14.42	-19.37	
-10.45	-14.69	-19.62	
-10.69	-14.91	-19.79	
-10.92	-15.11	-19.90	
-11.16	-15.29	-19.97	
-11.41	-15.48	-20.01	
-11.69	-15.66	-20.03	
-12.02	-15.86	-20.06	
-12.42	-16.12	-20.13	
-12.92	-16.45	-20.25	
-13.45	-16.82	-20.35	
-13.93	-17.14	-20.35	
-14.32	-17.35	-20.19	
-14.60	-17.43	-19.89	
-14.76	-17.38	-19.48	
-14.80	-17.19	-18.97	
-14.69	-16.85	-18.39	
-14.44	-16.38	-17.77	
-14.04	-15.81	-17.15	
-13.53	-15.16	-16.53	
-12.91	-14.44	-15.88	
-12.21	-13.68	-15.18	
-11.46	-12.90	-14.45	
-10.72	-12.13	-13.74	
-10.01	-11.39	-13.08	
-9.32	-10.65	-12.45	
-8.62	-9.89	-11.85	
-7.91	-9.10	-11.25	
-7.16	-8.28	-10.66	
-6.37	-7.42	-10.05	
-5.50	-6.52	-9.37	
-4.54	-5.56	-8.58	
-3.47	-4.54	-7.67	
-2.32	-3.46	-6.69	
-1.15	-2.37	-5.68	
-0.01	-1.30	-4.70	
1.06	-0.28	-3.76	
2.04	0.67	-2.88	
2.95	1.57	-2.05	
3.80	2.43	-1.24	
4.62	3.24	-0.46	
5.43	4.03	0.32	
6.25	4.79	1.11	
7.03	5.51	1.84	
7.75	6.15	2.48	
8.37	6.69	2.98	
8.90	7.16	3.38	
9.34	7.56	3.72	
9.72	7.94	4.02	
10.04	8.29	4.33	
10.30	8.62	4.66	
10.53	8.93	5.03	
10.74	9.23	5.46	
10.96	9.53	5.94	
11.18	9.83	6.45	
11.39	10.12	6.95	
11.58	10.36	7.42	
11.75	10.56	7.82	
11.87	10.67	8.11	
11.93	10.69	8.25	
11.92	10.62	8.26	
11.87	10.47	8.20	
11.80	10.29	8.12	
11.73	10.12	8.07	
11.70	9.99	8.05	
11.69	9.91	8.07	
11.71	9.89	8.11	
11.74	9.90	8.13	
11.75	9.92	8.10	
11.73	9.90	7.99	
11.68	9.85	7.79	
11.64	9.77	7.57	
11.64	9.69	7.36	
11.69	9.64	7.23	
11.81	9.63	7.17	
11.98	9.66	7.16	
12.16	9.72	7.18	
12.32	9.78	7.18	
12.42	9.81	7.12	
12.44	9.76	6.95	
12.35	9.63	6.69	
12.17	9.40	6.36	
11.90	9.09	6.01	
11.57	8.71	5.66	
11.17	8.27	5.28	
10.71	7.75	4.84	
10.19	7.20	4.36	
9.66	6.65	3.88	
9.15	6.15	3.41	
8.67	5.69	2.97	
8.22	5.28	2.56	
7.82	4.92	2.19	
7.49	4.61	1.93	
7.24	4.38	1.78	
7.05	4.21	1.73	
6.91	4.07	1.70	
6.80	3.97	1.70	
6.76	3.93	1.74	
6.77	3.96	1.82	
6.82	4.01	1.90	
6.86	4.05	1.93	
6.88	4.05	1.91	
6.87	4.00	1.87	
6.85	3.91	1.86	
6.83	3.78	1.85	
6.76	3.60	1.82	
6.64	3.35	1.71	
6.42	3.01	1.51	
6.12	2.60	1.21	
5.72	2.11	0.81	
5.24	1.57	0.35	
4.72	1.01	-0.13	
4.20	0.46	-0.54	
3.72	-0.03	-0.83	
3.32	-0.44	-0.98	
2.99	-0.76	-0.99	
2.73	-1.00	-0.90	
2.51	-1.15	-0.71	
2.32	-1.25	-0.48	
2.11	-1.35	-0.28	
1.85	-1.48	-0.15	
1.55	-1.65	-0.11	
1.24	-1.84	-0.11	
0.96	-2.03	-0.10	
0.72	-2.20	-0.06	
0.51	-2.35	-0.02	
0.33	-2.48	-0.00	
0.17	-2.60	0.00	
0.04	-2.69	0.01	
-0.09	-2.75	0.02	
-0.22	-2.79	0.01	
-0.37	-2.82	0.00	
-0.52	-2.84	-0.00	
-0.69	-2.86	0.03	
-0.89	-2.89	0.10	
-1.13	-2.95	0.18	
-1.40	-3.04	0.24	
-1.70	-3.16	0.28	
-1.97	-3.27	0.31	
-2.21	-3.35	0.33	
-2.41	-3.39	0.33	
-2.58	-3.41	0.31	
-2.74	-3.42	0.26	
-2.91	-3.45	0.20	
-3.11	-3.51	0.15	
-3.33	-3.58	0.12	
-3.58	-3.66	0.11	
-3.84	-3.74	0.11	
-4.12	-3.81	0.12	
-4.39	-3.84	0.15	
-4.59	-3.80	0.22	
-4.70	-3.65	0.38	
-4.68	-3.37	0.63	
-4.55	-2.99	0.99	
-4.31	-2.52	1.47	
-4.01	-2.03	2.02	
-3.69	-1.55	2.60	
-3.40	-1.13	3.14	
-3.14	-0.78	3.61	
-2.93	-0.50	4.01	
-2.76	-0.29	4.29	
-2.67	-0.16	4.43	
-2.65	-0.10	4.43	
-2.66	-0.07	4.35	
-2.66	-0.04	4.28	
-2.60	0.06	4.27	
-2.48	0.21	4.34	
-2.29	0.43	4.49	
-2.06	0.69	4.71	
-1.80	0.98	4.98	
-1.53	1.29	5.31	
-1.27	1.60	5.66	
-1.05	1.90	5.99	
-0.86	2.16	6.28	
-0.71	2.38	6.55	
-0.57	2.57	6.81	
-0.43	2.73	7.04	
-0.32	2.83	7.21	
-0.25	2.87	7.29	
-0.22	2.84	7.26	
-0.22	2.76	7.13	
-0.22	2.69	6.94	
-0.19	2.65	6.73	
-0.13	2.69	6.57	
