-0.02	-0.01	-0.01	-0.03	-0.02	-0.03	
-0.07	-0.04	-0.03	-0.08	-0.05	-0.07	
-0.17	-0.10	-0.06	-0.17	-0.11	-0.14	
-0.33	-0.19	-0.10	-0.27	-0.16	-0.20	
-0.53	-0.28	-0.14	-0.37	-0.18	-0.22	
-0.76	-0.39	-0.18	-0.45	-0.18	-0.20	
-1.02	-0.50	-0.23	-0.53	-0.17	-0.14	
-1.28	-0.62	-0.30	-0.63	-0.16	-0.08	
-1.53	-0.73	-0.37	-0.76	-0.17	-0.03	
-1.78	-0.84	-0.45	-0.93	-0.22	-0.02	
-2.01	-0.95	-0.53	-1.14	-0.31	-0.04	
-2.22	-1.06	-0.63	-1.38	-0.42	-0.10	
-2.42	-1.16	-0.74	-1.63	-0.55	-0.18	
-2.59	-1.27	-0.86	-1.88	-0.69	-0.27	
-2.74	-1.36	-0.99	-2.13	-0.83	-0.37	
-2.87	-1.46	-1.12	-2.38	-0.97	-0.48	
-2.96	-1.54	-1.25	-2.62	-1.11	-0.59	
-3.02	-1.61	-1.38	-2.87	-1.24	-0.71	
-3.06	-1.67	-1.51	-3.11	-1.37	-0.82	
-3.07	-1.73	-1.64	-3.36	-1.49	-0.93	
-3.06	-1.77	-1.75	-3.61	-1.60	-1.02	
-3.03	-1.80	-1.86	-3.85	-1.70	-1.10	
-2.98	-1.82	-1.96	-4.09	-1.77	-1.17	
-2.91	-1.84	-2.04	-4.30	-1.83	-1.20	
-2.85	-1.84	-2.11	-4.49	-1.86	-1.21	
-2.78	-1.85	-2.18	-4.65	-1.87	-1.18	
-2.72	-1.84	-2.23	-4.79	-1.85	-1.13	
-2.65	-1.82	-2.26	-4.90	-1.81	-1.04	
-2.59	-1.79	-2.26	-4.99	-1.74	-0.92	
-2.51	-1.74	-2.24	-5.03	-1.63	-0.77	
-2.44	-1.67	-2.19	-5.04	-1.51	-0.57	
-2.35	-1.58	-2.11	-5.03	-1.37	-0.36	
-2.26	-1.47	-2.01	-4.99	-1.23	-0.13	
-2.16	-1.34	-1.88	-4.93	-1.10	0.09	
-2.06	-1.21	-1.74	-4.87	-0.97	0.32	
-1.96	-1.07	-1.58	-4.80	-0.85	0.55	
-1.86	-0.93	-1.42	-4.72	-0.73	0.80	
-1.76	-0.80	-1.27	-4.61	-0.60	1.06	
-1.67	-0.67	-1.12	-4.48	-0.46	1.33	
-1.60	-0.56	-0.98	-4.33	-0.30	1.62	
-1.54	-0.47	-0.85	-4.15	-0.13	1.91	
-1.49	-0.39	-0.73	-3.96	0.05	2.21	
-1.46	-0.34	-0.63	-3.75	0.23	2.51	
-1.44	-0.31	-0.54	-3.53	0.42	2.81	
-1.42	-0.28	-0.47	-3.30	0.61	3.09	
-1.41	-0.26	-0.40	-3.08	0.79	3.35	
-1.39	-0.25	-0.33	-2.86	0.97	3.60	
-1.38	-0.24	-0.26	-2.64	1.15	3.82	
-1.37	-0.24	-0.20	-2.43	1.33	4.05	
-1.37	-0.25	-0.15	-2.21	1.52	4.27	
-1.38	-0.26	-0.11	-1.99	1.71	4.49	
-1.39	-0.29	-0.08	-1.77	1.91	4.69	
-1.41	-0.32	-0.05	-1.55	2.10	4.87	
-1.43	-0.35	-0.02	-1.34	2.29	5.04	
-1.46	-0.39	0.01	-1.13	2.46	5.18	
-1.51	-0.44	0.03	-0.94	2.61	5.30	
-1.57	-0.49	0.04	-0.78	2.72	5.39	
-1.65	-0.54	0.03	-0.65	2.80	5.43	
-1.73	-0.60	0.03	-0.57	2.82	5.43	
-1.83	-0.66	0.02	-0.52	2.81	5.38	
-1.93	-0.73	0.00	-0.52	2.76	5.30	
-2.05	-0.80	-0.03	-0.57	2.67	5.18	
-2.17	-0.88	-0.07	-0.65	2.56	5.04	
-2.30	-0.97	-0.13	-0.77	2.42	4.86	
-2.43	-1.05	-0.19	-0.93	2.26	4.64	
-2.55	-1.13	-0.25	-1.10	2.09	4.41	
-2.66	-1.21	-0.31	-1.29	1.92	4.17	
-2.76	-1.28	-0.38	-1.48	1.75	3.93	
-2.85	-1.35	-0.45	-1.67	1.59	3.69	
-2.92	-1.40	-0.51	-1.87	1.42	3.44	
-2.96	-1.43	-0.56	-2.08	1.22	3.17	
-2.97	-1.45	-0.59	-2.32	1.00	2.88	
-2.97	-1.44	-0.61	-2.56	0.76	2.57	
-2.94	-1.41	-0.61	-2.81	0.50	2.25	
-2.89	-1.36	-0.61	-3.05	0.24	1.93	
-2.84	-1.31	-0.61	-3.28	-0.02	1.62	
-2.78	-1.25	-0.60	-3.49	-0.26	1.34	
-2.71	-1.18	-0.58	-3.67	-0.47	1.08	
-2.62	-1.10	-0.56	-3.81	-0.63	0.88	
-2.53	-1.02	-0.55	-3.92	-0.76	0.73	
-2.43	-0.94	-0.53	-3.98	-0.83	0.63	
-2.33	-0.86	-0.53	-4.01	-0.87	0.57	
-2.23	-0.80	-0.53	-4.01	-0.88	0.53	
-2.13	-0.75	-0.54	-4.00	-0.86	0.52	
-2.05	-0.71	-0.56	-3.97	-0.84	0.53	
-1.98	-0.69	-0.59	-3.93	-0.80	0.54	
-1.93	-0.68	-0.62	-3.86	-0.76	0.56	
-1.89	-0.67	-0.66	-3.78	-0.72	0.57	
-1.85	-0.66	-0.68	-3.69	-0.68	0.58	
-1.82	-0.65	-0.69	-3.60	-0.64	0.58	
-1.80	-0.62	-0.68	-3.49	-0.60	0.59	
-1.77	-0.59	-0.67	-3.38	-0.55	0.61	
-1.74	-0.56	-0.64	-3.26	-0.48	0.66	
-1.72	-0.52	-0.62	-3.13	-0.39	0.73	
-1.71	-0.48	-0.59	-2.98	-0.28	0.83	
-1.71	-0.46	-0.57	-2.81	-0.15	0.96	
-1.72	-0.47	-0.57	-2.63	-0.01	1.10	
-1.76	-0.49	-0.60	-2.45	0.12	1.24	
-1.80	-0.54	-0.65	-2.28	0.23	1.37	
