0.04	0.03	0.05	0.06	0.11	0.14	
0.13	0.11	0.15	0.20	0.35	0.46	
0.32	0.27	0.36	0.49	0.85	1.10	
0.60	0.50	0.66	0.90	1.59	2.04	
0.94	0.79	1.01	1.35	2.44	3.11	
1.27	1.08	1.37	1.73	3.25	4.13	
1.57	1.33	1.69	1.97	3.90	4.98	
1.82	1.52	1.95	2.02	4.35	5.58	
2.00	1.64	2.14	1.89	4.57	5.88	
2.10	1.68	2.26	1.62	4.58	5.89	
2.12	1.64	2.30	1.28	4.42	5.64	
2.07	1.53	2.27	0.97	4.17	5.23	
1.95	1.38	2.18	0.75	3.92	4.78	
1.81	1.20	2.06	0.63	3.73	4.38	
1.68	1.03	1.94	0.61	3.63	4.08	
1.59	0.88	1.83	0.64	3.59	3.86	
1.53	0.75	1.73	0.71	3.56	3.66	
1.52	0.65	1.64	0.81	3.53	3.44	
1.54	0.58	1.55	0.97	3.48	3.17	
1.56	0.52	1.47	1.17	3.42	2.86	
1.55	0.44	1.39	1.41	3.35	2.53	
1.50	0.35	1.29	1.66	3.27	2.21	
1.39	0.23	1.20	1.90	3.17	1.93	
1.24	0.10	1.11	2.09	3.07	1.74	
1.08	-0.01	1.05	2.22	2.95	1.65	
0.94	-0.07	1.02	2.26	2.80	1.66	
0.87	-0.07	1.04	2.18	2.60	1.74	
0.87	0.01	1.11	1.95	2.32	1.85	
0.95	0.16	1.21	1.59	1.96	1.96	
1.07	0.35	1.35	1.14	1.57	2.08	
1.22	0.57	1.52	0.69	1.21	2.23	
1.37	0.79	1.70	0.29	0.92	2.41	
1.50	0.98	1.88	0.02	0.76	2.61	
1.60	1.14	2.04	-0.09	0.73	2.83	
1.67	1.26	2.16	-0.04	0.84	3.08	
1.69	1.32	2.22	0.13	1.07	3.35	
1.67	1.35	2.23	0.33	1.36	3.63	
1.62	1.34	2.19	0.50	1.64	3.88	
1.57	1.33	2.12	0.58	1.88	4.09	
1.51	1.32	2.05	0.62	2.07	4.27	
1.44	1.30	1.97	0.65	2.25	4.42	
1.38	1.29	1.90	0.75	2.46	4.57	
1.30	1.28	1.85	0.96	2.70	4.72	
1.21	1.26	1.81	1.28	2.99	4.87	
